paper_id,title,year,venue,authors,dblp_url,doi
neurips_2010_0002,A Computational Decision Theory for Interactive Assistants.,2010,NeurIPS,Alan Fern; Prasad Tadepalli,https://dblp.org/rec/conf/nips/FernT10,
neurips_2010_0003,A VLSI Implementation of the Adaptive Exponential Integrate-and-Fire Neuron Model.,2010,NeurIPS,Sebastian Millner; Andreas Grbl; Karlheinz Meier; Johannes Schemmel; Marc-Olivier Schwartz,https://dblp.org/rec/conf/nips/MillnerGMSS10,
neurips_2010_0005,Adaptive Multi-Task Lasso: with Application to eQTL Detection.,2010,NeurIPS,Seunghak Lee; Jun Zhu 0001; Eric P. Xing,https://dblp.org/rec/conf/nips/LeeZX10,
neurips_2010_0006,An Alternative to Low-level-Sychrony-Based Methods for Speech Detection.,2010,NeurIPS,Paul Ruvolo; Javier R. Movellan,https://dblp.org/rec/conf/nips/RuvoloM10,
neurips_2010_0010,Construction of Dependent Dirichlet Processes based on Poisson Processes.,2010,NeurIPS,Dahua Lin; Eric Grimson; John W. Fisher III,https://dblp.org/rec/conf/nips/LinGF10,
neurips_2010_0014,Double Q-learning.,2010,NeurIPS,Hado van Hasselt,https://dblp.org/rec/conf/nips/Hasselt10,
neurips_2010_0015,Empirical Bernstein Inequalities for U-Statistics.,2010,NeurIPS,Thomas Peel; Sandrine Anthoine; Liva Ralaivola,https://dblp.org/rec/conf/nips/PeelAR10,
neurips_2010_0019,Fast Large-scale Mixture Modeling with Component-specific Data Partitions.,2010,NeurIPS,Bo Thiesson; Chong Wang 0002,https://dblp.org/rec/conf/nips/ThiessonW10,
neurips_2010_0021,Generalized roof duality and bisubmodular functions.,2010,NeurIPS,Vladimir Kolmogorov,https://dblp.org/rec/conf/nips/Kolmogorov10,
neurips_2010_0022,Getting lost in space: Large sample analysis of the resistance distance.,2010,NeurIPS,Ulrike von Luxburg; Agnes Radl; Matthias Hein 0001,https://dblp.org/rec/conf/nips/LuxburgRH10,
neurips_2010_0025,Heavy-Tailed Process Priors for Selective Shrinkage.,2010,NeurIPS,Fabian L. Wauthier; Michael I. Jordan,https://dblp.org/rec/conf/nips/WauthierJ10,
neurips_2010_0035,Linear readout from a neural population with partial correlation data.,2010,NeurIPS,Adrien Wohrer; Ranulfo Romo; Christian K. Machens,https://dblp.org/rec/conf/nips/WohrerRM10,
neurips_2010_0045,Predictive State Temporal Difference Learning.,2010,NeurIPS,Byron Boots; Geoffrey J. Gordon,https://dblp.org/rec/conf/nips/BootsG10,
neurips_2010_0046,Predictive Subspace Learning for Multi-view Data: a Large Margin Approach.,2010,NeurIPS,Ning Chen 0002; Jun Zhu 0001; Eric P. Xing,https://dblp.org/rec/conf/nips/ChenZX10,
neurips_2010_0047,Random Conic Pursuit for Semidefinite Programming.,2010,NeurIPS,Ariel Kleiner; Ali Rahimi; Michael I. Jordan,https://dblp.org/rec/conf/nips/KleinerRJ10,
neurips_2010_0052,Sodium entry efficiency during action potentials: A novel single-parameter family of Hodgkin-Huxley models.,2010,NeurIPS,Anand Singh; Renaud Jolivet; Pierre J. Magistretti; Bruno Weber,https://dblp.org/rec/conf/nips/SinghJMW10,
neurips_2010_0056,Spike timing-dependent plasticity as dynamic filter.,2010,NeurIPS,Joscha Schmiedt; Christian Albers; Klaus Pawelzik,https://dblp.org/rec/conf/nips/SchmiedtAP10,
neurips_2010_0058,Subgraph Detection Using Eigenvector L1 Norms.,2010,NeurIPS,Benjamin A. Miller; Nadya T. Bliss; Patrick J. Wolfe,https://dblp.org/rec/conf/nips/MillerBW10,
neurips_2010_0060,The Multidimensional Wisdom of Crowds.,2010,NeurIPS,Peter Welinder; Steve Branson; Serge J. Belongie; Pietro Perona,https://dblp.org/rec/conf/nips/WelinderBBP10,
neurips_2010_0062,Variable margin losses for classifier design.,2010,NeurIPS,Hamed Masnadi-Shirazi; Nuno Vasconcelos,https://dblp.org/rec/conf/nips/Masnadi-ShiraziV10,
neurips_2010_0064,Why are some word orders more common than others? A uniform information density account.,2010,NeurIPS,Luke Maurits; Daniel J. Navarro; Amy Perfors,https://dblp.org/rec/conf/nips/MauritsNP10,
neurips_2010_0065,b-Bit Minwise Hashing for Estimating Three-Way Similarities.,2010,NeurIPS,Ping Li 0001; Arnd Christian Knig; Wenhao Gui,https://dblp.org/rec/conf/nips/LiKG10,
neurips_2011_0001,A Comparative Study of Algorithms for Intra- and Inter-subjects fMRI Decoding.,2011,NeurIPS,Vincent Michel; Alexandre Gramfort; Evelyn Eger; Gal Varoquaux; Bertrand Thirion,https://dblp.org/rec/conf/nips/MichelGEVT11,10.1007/978-3-642-34713-9_1
neurips_2011_0006,Active Ranking using Pairwise Comparisons.,2011,NeurIPS,Kevin G. Jamieson; Robert D. Nowak,https://dblp.org/rec/conf/nips/JamiesonN11,
neurips_2011_0007,Adaptive Hedge.,2011,NeurIPS,Tim van Erven; Peter Grunwald; Wouter M. Koolen; Steven de Rooij,https://dblp.org/rec/conf/nips/ErvenGKR11,
neurips_2011_0008,Algorithms and hardness results for parallel large margin learning.,2011,NeurIPS,Rocco A. Servedio; Philip M. Long,https://dblp.org/rec/conf/nips/ServedioL11,
neurips_2011_0009,Automated Refinement of Bayes Networks' Parameters based on Test Ordering Constraints.,2011,NeurIPS,Omar Zia Khan; Pascal Poupart; John Mark Agosta,https://dblp.org/rec/conf/nips/KhanPA11,
neurips_2011_0010,Better Mini-Batch Algorithms via Accelerated Gradient Methods.,2011,NeurIPS,Andrew Cotter; Ohad Shamir; Nati Srebro; Karthik Sridharan,https://dblp.org/rec/conf/nips/CotterSSS11,
neurips_2011_0017,Efficient Methods for Overlapping Group Lasso.,2011,NeurIPS,Lei Yuan 0001; Jun Liu 0003; Jieping Ye,https://dblp.org/rec/conf/nips/YuanLY11,
neurips_2011_0019,Generalized Beta Mixtures of Gaussians.,2011,NeurIPS,Artin Armagan; David B. Dunson; Merlise A. Clyde,https://dblp.org/rec/conf/nips/ArmaganDC11,
neurips_2011_0023,Improving Topic Coherence with Regularized Topic Models.,2011,NeurIPS,David Newman; Edwin V. Bonilla; Wray L. Buntine,https://dblp.org/rec/conf/nips/NewmanBB11,
neurips_2011_0024,Inductive reasoning about chimeric creatures.,2011,NeurIPS,Charles Kemp,https://dblp.org/rec/conf/nips/Kemp11,
neurips_2011_0025,Inferring spike-timing-dependent plasticity from spike train data.,2011,NeurIPS,Ian H. Stevenson; Konrad P. Krding,https://dblp.org/rec/conf/nips/StevensonK11,
neurips_2011_0029,Learning person-object interactions for action recognition in still images.,2011,NeurIPS,Vincent Delaitre; Josef Sivic; Ivan Laptev,https://dblp.org/rec/conf/nips/DelaitreSL11,
neurips_2011_0030,Learning unbelievable probabilities.,2011,NeurIPS,Xaq Pitkow; Yashar Ahmadian; Kenneth D. Miller,https://dblp.org/rec/conf/nips/PitkowAM11,
neurips_2011_0033,Multiple Instance Filtering.,2011,NeurIPS,Kamil Wnuk; Stefano Soatto,https://dblp.org/rec/conf/nips/WnukS11,
neurips_2011_0038,On the Analysis of Multi-Channel Neural Spike Data.,2011,NeurIPS,Bo Chen 0001; David E. Carlson; Lawrence Carin,https://dblp.org/rec/conf/nips/ChenCC11,
neurips_2011_0040,On the accuracy of l1-filtering of signals with block-sparse structure.,2011,NeurIPS,Anatoli Iouditski; Fatma Kilin-Karzan; Arkadi Nemirovski; Boris T. Polyak,https://dblp.org/rec/conf/nips/IouditskiKNP11,
neurips_2011_0046,Predicting Dynamic Difficulty.,2011,NeurIPS,Olana Missura; Thomas Grtner 0001,https://dblp.org/rec/conf/nips/MissuraG11,
neurips_2011_0047,Prediction strategies without loss.,2011,NeurIPS,Michael Kapralov; Rina Panigrahy,https://dblp.org/rec/conf/nips/KapralovP11,
neurips_2011_0051,Randomized Algorithms for Comparison-based Search.,2011,NeurIPS,Dominique Tschopp; Suhas N. Diggavi; Payam Delgosha; Soheil Mohajer,https://dblp.org/rec/conf/nips/TschoppDDM11,
neurips_2011_0052,Recovering Intrinsic Images with a Global Sparsity Prior on Reflectance.,2011,NeurIPS,Peter V. Gehler; Carsten Rother; Martin Kiefel; Lumin Zhang; Bernhard Schlkopf,https://dblp.org/rec/conf/nips/GehlerRKZS11,
neurips_2011_0057,Solving Decision Problems with Limited Information.,2011,NeurIPS,Denis Deratani Mau; Cassio Polpo de Campos,https://dblp.org/rec/conf/nips/MauaC11,
neurips_2011_0059,Statistical Learning for Resting-State fMRI: Successes and Challenges.,2011,NeurIPS,Gal Varoquaux; Bertrand Thirion,https://dblp.org/rec/conf/nips/VaroquauxT11,10.1007/978-3-642-34713-9_22
neurips_2011_0064,The Manifold Tangent Classifier.,2011,NeurIPS,Salah Rifai; Yann N. Dauphin; Pascal Vincent; Yoshua Bengio; Xavier Muller,https://dblp.org/rec/conf/nips/RifaiDVBM11,
neurips_2011_0068,Why The Brain Separates Face Recognition From Object Recognition.,2011,NeurIPS,Joel Z. Leibo; Jim Mutch; Tomaso A. Poggio,https://dblp.org/rec/conf/nips/LeiboMP11,
neurips_2012_0001,"""Natural Images, Gaussian Mixtures and Dead Leaves"".",2012,NeurIPS,Daniel Zoran; Yair Weiss,https://dblp.org/rec/conf/nips/ZoranW12,
neurips_2012_0002,3D Social Saliency from Head-mounted Cameras.,2012,NeurIPS,Hyun Soo Park; Eakta Jain; Yaser Sheikh,https://dblp.org/rec/conf/nips/ParkJS12,
neurips_2012_0003,A Convex Formulation for Learning Scale-Free Networks via Submodular Relaxation.,2012,NeurIPS,Aaron Defazio; Tibrio S. Caetano,https://dblp.org/rec/conf/nips/DefazioC12,
neurips_2012_0005,A Neural Autoregressive Topic Model.,2012,NeurIPS,Hugo Larochelle; Stanislas Lauly,https://dblp.org/rec/conf/nips/LarochelleL12,
neurips_2012_0010,Active Learning of Multi-Index Function Models.,2012,NeurIPS,Hemant Tyagi; Volkan Cevher,https://dblp.org/rec/conf/nips/TyagiC12,
neurips_2012_0011,Adaptive Learning of Smoothing Functions: Application to Electricity Load Forecasting.,2012,NeurIPS,Amadou Ba; Mathieu Sinn; Yannig Goude; Pascal Pompey,https://dblp.org/rec/conf/nips/BaSGP12,
neurips_2012_0015,Approximating Equilibria in Sequential Auctions with Incomplete Information and Multi-Unit Demand.,2012,NeurIPS,Amy Greenwald; Jiacui Li; Eric Sodomka,https://dblp.org/rec/conf/nips/GreenwaldLS12,
neurips_2012_0022,Convex Multi-view Subspace Learning.,2012,NeurIPS,Martha White; Yaoliang Yu; Xinhua Zhang; Dale Schuurmans,https://dblp.org/rec/conf/nips/WhiteYZS12,
neurips_2012_0025,Delay Compensation with Dynamical Synapses.,2012,NeurIPS,C. C. Alan Fung; K. Y. Michael Wong; Si Wu 0001,https://dblp.org/rec/conf/nips/FungWW12,
neurips_2012_0029,Factoring nonnegative matrices with linear programs.,2012,NeurIPS,Ben Recht; Christopher R; Joel A. Tropp; Victor Bittorf,https://dblp.org/rec/conf/nips/RechtRTB12,
neurips_2012_0035,Hierarchical spike coding of sound.,2012,NeurIPS,Yan Karklin; Chaitanya Ekanadham; Eero P. Simoncelli,https://dblp.org/rec/conf/nips/KarklinES12,
neurips_2012_0037,Isotropic Hashing.,2012,NeurIPS,Weihao Kong; Wu-Jun Li,https://dblp.org/rec/conf/nips/KongL12,
neurips_2012_0038,Iterative ranking from pair-wise comparisons.,2012,NeurIPS,Sahand Negahban; Sewoong Oh; Devavrat Shah,https://dblp.org/rec/conf/nips/NegahbanOS12,
neurips_2012_0042,Learning to Discover Social Circles in Ego Networks.,2012,NeurIPS,Julian J. McAuley; Jure Leskovec,https://dblp.org/rec/conf/nips/McAuleyL12,
neurips_2012_0044,Minimax Multi-Task Learning and a Generalized Loss-Compositional Paradigm for MTL.,2012,NeurIPS,Nishant A. Mehta; Dongryeol Lee; Alexander G. Gray,https://dblp.org/rec/conf/nips/MehtaLG12,
neurips_2012_0047,Multi-Task Averaging.,2012,NeurIPS,Sergey Feldman; Maya R. Gupta; Bela A. Frigyik,https://dblp.org/rec/conf/nips/FeldmanGF12,
neurips_2012_0050,Nonparanormal Belief Propagation (NPNBP).,2012,NeurIPS,Gal Elidan; Cobi Cario,https://dblp.org/rec/conf/nips/ElidanC12,
neurips_2012_0055,Predicting Action Content On-Line and in Real Time before Action Onset - an Intracranial Human Study.,2012,NeurIPS,Uri Maoz; Shengxuan Ye; Ian B. Ross; Adam N. Mamelak; Christof Koch,https://dblp.org/rec/conf/nips/MaozYRMK12,
neurips_2012_0058,Proper losses for learning from partial labels.,2012,NeurIPS,Jess Cid-Sueiro,https://dblp.org/rec/conf/nips/Cid-Sueiro12,
neurips_2012_0060,Repulsive Mixtures.,2012,NeurIPS,Francesca Petralia; Vinayak A. Rao; David B. Dunson,https://dblp.org/rec/conf/nips/PetraliaRD12,
neurips_2012_0061,Searching for objects driven by context.,2012,NeurIPS,Bogdan Alexe; Nicolas Heess; Yee Whye Teh; Vittorio Ferrari,https://dblp.org/rec/conf/nips/AlexeHTF12,
neurips_2012_0067,Submodular-Bregman and the Lovsz-Bregman Divergences with Applications.,2012,NeurIPS,Rishabh K. Iyer; Jeff A. Bilmes,https://dblp.org/rec/conf/nips/IyerB12,
neurips_2012_0068,The representer theorem for Hilbert spaces: a necessary and sufficient condition.,2012,NeurIPS,Francesco Dinuzzo; Bernhard Schlkopf,https://dblp.org/rec/conf/nips/DinuzzoS12,
neurips_2013_0002,A simple example of Dirichlet process mixture inconsistency for the number of components.,2013,NeurIPS,Jeffrey W. Miller; Matthew T. Harrison,https://dblp.org/rec/conf/nips/MillerH13,
neurips_2013_0005,Actor-Critic Algorithms for Risk-Sensitive MDPs.,2013,NeurIPS,Prashanth L. A.; Mohammad Ghavamzadeh,https://dblp.org/rec/conf/nips/LAG13,
neurips_2013_0007,Analyzing the Harmonic Structure in Graph-Based Learning.,2013,NeurIPS,Xiao-Ming Wu 0003; Zhenguo Li; Shih-Fu Chang,https://dblp.org/rec/conf/nips/WuLC13,
neurips_2013_0014,Buy-in-Bulk Active Learning.,2013,NeurIPS,Liu Yang 0001; Jaime G. Carbonell,https://dblp.org/rec/conf/nips/YangC13,
neurips_2013_0015,Compete to Compute.,2013,NeurIPS,Rupesh Kumar Srivastava; Jonathan Masci; Sohrob Kazerounian; Faustino J. Gomez; Jrgen Schmidhuber,https://dblp.org/rec/conf/nips/SrivastavaMKGS13,
neurips_2013_0017,Computing the Stationary Distribution Locally.,2013,NeurIPS,Christina E. Lee; Asuman E. Ozdaglar; Devavrat Shah,https://dblp.org/rec/conf/nips/LeeOS13,
neurips_2013_0018,Context-sensitive active sensing in humans.,2013,NeurIPS,Sheeraz Ahmad; He Huang; Angela J. Yu,https://dblp.org/rec/conf/nips/AhmadHY13,
neurips_2013_0019,Convex Relaxations for Permutation Problems.,2013,NeurIPS,Fajwel Fogel; Rodolphe Jenatton; Francis R. Bach; Alexandre d'Aspremont,https://dblp.org/rec/conf/nips/FogelJBd13,
neurips_2013_0021,Convex Two-Layer Modeling.,2013,NeurIPS,zlem Aslan; Hao Cheng 0002; Xinhua Zhang; Dale Schuurmans,https://dblp.org/rec/conf/nips/AslanCZS13,
neurips_2013_0024,Deep content-based music recommendation.,2013,NeurIPS,Aron van den Oord; Sander Dieleman; Benjamin Schrauwen,https://dblp.org/rec/conf/nips/OordDS13,
neurips_2013_0025,Dimension-Free Exponentiated Gradient.,2013,NeurIPS,Francesco Orabona,https://dblp.org/rec/conf/nips/Orabona13,
neurips_2013_0026,Discovering Hidden Variables in Noisy-Or Networks using Quartet Tests.,2013,NeurIPS,Yacine Jernite; Yonatan Halpern; David A. Sontag,https://dblp.org/rec/conf/nips/JerniteHS13,
neurips_2013_0028,Documents as multiple overlapping windows into grids of counts.,2013,NeurIPS,Alessandro Perina; Nebojsa Jojic; Manuele Bicego; Andrzej Truski,https://dblp.org/rec/conf/nips/PerinaJBT13,
neurips_2013_0032,Estimating the Unseen: Improved Estimators for Entropy and other Properties.,2013,NeurIPS,Paul Valiant; Gregory Valiant,https://dblp.org/rec/conf/nips/ValiantV13,
neurips_2013_0033,First-order Decomposition Trees.,2013,NeurIPS,Nima Taghipour; Jesse Davis; Hendrik Blockeel,https://dblp.org/rec/conf/nips/TaghipourDB13,
neurips_2013_0034,Heterogeneous-Neighborhood-based Multi-Task Local Learning Algorithms.,2013,NeurIPS,Yu Zhang,https://dblp.org/rec/conf/nips/Zhang13,
neurips_2013_0040,Learning Multiple Models via Regularized Weighting.,2013,NeurIPS,Daniel Vainsencher; Shie Mannor; Huan Xu 0001,https://dblp.org/rec/conf/nips/VainsencherMX13,
neurips_2013_0041,Learning Stochastic Inverses.,2013,NeurIPS,Andreas Stuhlmller; Jessica Taylor; Noah D. Goodman,https://dblp.org/rec/conf/nips/StuhlmullerTG13,
neurips_2013_0046,Mapping paradigm ontologies to and from the brain.,2013,NeurIPS,Yannick Schwartz; Bertrand Thirion; Gal Varoquaux,https://dblp.org/rec/conf/nips/SchwartzTV13,
neurips_2013_0049,On model selection consistency of penalized M-estimators: a geometric theory.,2013,NeurIPS,Jason D. Lee; Yuekai Sun; Jonathan E. Taylor,https://dblp.org/rec/conf/nips/LeeST13,
neurips_2013_0057,PAC-Bayes-Empirical-Bernstein Inequality.,2013,NeurIPS,Ilya O. Tolstikhin; Yevgeny Seldin,https://dblp.org/rec/conf/nips/TolstikhinS13,
neurips_2013_0058,Perfect Associative Learning with Spike-Timing-Dependent Plasticity.,2013,NeurIPS,Christian Albers; Maren Westkott; Klaus Pawelzik,https://dblp.org/rec/conf/nips/AlbersWP13,
neurips_2013_0064,Restricting exchangeable nonparametric distributions.,2013,NeurIPS,Sinead Williamson; Steven N. MacEachern; Eric P. Xing,https://dblp.org/rec/conf/nips/WilliamsonMX13,
neurips_2013_0068,Sensor Selection in High-Dimensional Gaussian Trees with Nuisances.,2013,NeurIPS,Daniel S. Levine 0002; Jonathan P. How,https://dblp.org/rec/conf/nips/0002H13,
neurips_2013_0073,Solving the multi-way matching problem by permutation synchronization.,2013,NeurIPS,Deepti Pachauri; Risi Kondor; Vikas Singh,https://dblp.org/rec/conf/nips/PachauriKS13,
neurips_2013_0074,Understanding Dropout.,2013,NeurIPS,Pierre Baldi; Peter J. Sadowski,https://dblp.org/rec/conf/nips/BaldiS13,
neurips_2013_0075,Understanding variable importances in forests of randomized trees.,2013,NeurIPS,Gilles Louppe; Louis Wehenkel; Antonio Sutera; Pierre Geurts,https://dblp.org/rec/conf/nips/LouppeWSG13,
neurips_2013_0077,What do row and column marginals reveal about your dataset?,2013,NeurIPS,Behzad Golshan; John W. Byers; Evimaria Terzi,https://dblp.org/rec/conf/nips/GolshanBT13,
neurips_2014_0001,(Almost) No Label No Cry.,2014,NeurIPS,Giorgio Patrini; Richard Nock; Tibrio S. Caetano; Paul Rivera,https://dblp.org/rec/conf/nips/PatriniNCR14,
neurips_2014_0005,Active Learning and Best-Response Dynamics.,2014,NeurIPS,Maria-Florina Balcan; Christopher Berlind; Avrim Blum; Emma Cohen; Kaushik Patnaik; Le Song,https://dblp.org/rec/conf/nips/BalcanBBCPS14,
neurips_2014_0007,An Accelerated Proximal Coordinate Gradient Method.,2014,NeurIPS,Qihang Lin; Zhaosong Lu; Lin Xiao,https://dblp.org/rec/conf/nips/LinLX14,
neurips_2014_0008,Analysis of Learning from Positive and Unlabeled Data.,2014,NeurIPS,Marthinus Christoffel du Plessis; Gang Niu 0001; Masashi Sugiyama,https://dblp.org/rec/conf/nips/PlessisNS14,
neurips_2014_0014,Beyond the Birkhoff Polytope: Convex Relaxations for Vector Permutation Problems.,2014,NeurIPS,Cong Han Lim; Stephen J. Wright 0001,https://dblp.org/rec/conf/nips/LimW14,
neurips_2014_0017,Combining Different Modalities in Classifying Phonological Categories.,2014,NeurIPS,Shunan Zhao; Frank Rudzicz,https://dblp.org/rec/conf/nips/ZhaoR14,10.1007/978-3-319-45174-9_5
neurips_2014_0025,Deep Joint Task Learning for Generic Object Extraction.,2014,NeurIPS,Xiaolong Wang 0004; Liliang Zhang; Liang Lin 0004; Zhujin Liang; Wangmeng Zuo,https://dblp.org/rec/conf/nips/WangZLLZ14,
neurips_2014_0026,Design Principles of the Hippocampal Cognitive Map.,2014,NeurIPS,Kimberly L. Stachenfeld; Matthew M. Botvinick; Samuel Gershman,https://dblp.org/rec/conf/nips/StachenfeldBG14,
neurips_2014_0028,"Discovering, Learning and Exploiting Relevance.",2014,NeurIPS,Cem Tekin; Mihaela van der Schaar,https://dblp.org/rec/conf/nips/TekinS14,
neurips_2014_0033,Diverse Randomized Agents Vote to Win.,2014,NeurIPS,Albert Xin Jiang; Leandro Soriano Marcolino; Ariel D. Procaccia; Tuomas Sandholm; Nisarg Shah 0001; Milind Tambe,https://dblp.org/rec/conf/nips/JiangMPSST14,
neurips_2014_0035,Exponential Concentration of a Density Functional Estimator.,2014,NeurIPS,Shashank Singh 0005; Barnabs Pczos,https://dblp.org/rec/conf/nips/SinghP14,
neurips_2014_0037,Fairness in Multi-Agent Sequential Decision-Making.,2014,NeurIPS,Chongjie Zhang; Julie A. Shah,https://dblp.org/rec/conf/nips/ZhangS14a,
neurips_2014_0045,Higgs Boson Discovery with Boosted Trees.,2014,NeurIPS,Tianqi Chen; Tong He,https://dblp.org/rec/conf/nips/ChenH14,
neurips_2014_0054,Leveraging Clinical Data to Enhance Localization of Brain Atrophy.,2014,NeurIPS,Joo M. Monteiro; Anil Rao; John Ashburner; John Shawe-Taylor; Janaina Mouro Miranda,https://dblp.org/rec/conf/nips/MonteiroRASM14,10.1007/978-3-319-45174-9_7
neurips_2014_0063,Near-optimal sample compression for nearest neighbors.,2014,NeurIPS,Lee-Ad Gottlieb; Aryeh Kontorovich; Pinhas Nisnevitch,https://dblp.org/rec/conf/nips/GottliebKN14,
neurips_2014_0066,On the Computational Efficiency of Training Neural Networks.,2014,NeurIPS,Roi Livni; Shai Shalev-Shwartz; Ohad Shamir,https://dblp.org/rec/conf/nips/LivniSS14,
neurips_2014_0068,Online Decision-Making in General Combinatorial Spaces.,2014,NeurIPS,Arun Rajkumar; Shivani Agarwal 0001,https://dblp.org/rec/conf/nips/Rajkumar014,
neurips_2014_0071,Parallel Direction Method of Multipliers.,2014,NeurIPS,Huahua Wang; Arindam Banerjee 0001; Zhi-Quan Luo,https://dblp.org/rec/conf/nips/WangBL14,
neurips_2014_0072,Parallel Double Greedy Submodular Maximization.,2014,NeurIPS,Xinghao Pan; Stefanie Jegelka; Joseph E. Gonzalez; Joseph K. Bradley; Michael I. Jordan,https://dblp.org/rec/conf/nips/PanJGBJ14,
neurips_2014_0075,Predicting Useful Neighborhoods for Lazy Local Learning.,2014,NeurIPS,Aron Yu; Kristen Grauman,https://dblp.org/rec/conf/nips/YuG14,
neurips_2014_0080,Real-Time Decoding of an Integrate and Fire Encoder.,2014,NeurIPS,Shreya Saxena; Munther A. Dahleh,https://dblp.org/rec/conf/nips/SaxenaD14,
neurips_2014_0081,Recursive Context Propagation Network for Semantic Scene Labeling.,2014,NeurIPS,Abhishek Sharma 0001; Oncel Tuzel; Ming-Yu Liu 0001,https://dblp.org/rec/conf/nips/SharmaT014,
neurips_2014_0082,Restricted Boltzmann machines modeling human choice.,2014,NeurIPS,Takayuki Osogami; Makoto Otsuka,https://dblp.org/rec/conf/nips/OsogamiO14,
neurips_2014_0086,"Signal Aggregate Constraints in Additive Factorial HMMs, with Application to Energy Disaggregation.",2014,NeurIPS,Mingjun Zhong; Nigel H. Goddard; Charles Sutton,https://dblp.org/rec/conf/nips/ZhongGS14,
neurips_2014_0091,Universal Option Models.,2014,NeurIPS,Hengshuai Yao; Csaba Szepesvri; Richard S. Sutton; Joseph Modayil; Shalabh Bhatnagar,https://dblp.org/rec/conf/nips/YaoSSMB14,
neurips_2014_0092,Using Convolutional Neural Networks to Recognize Rhythm Stimuli from Electroencephalography Recordings.,2014,NeurIPS,Sebastian Stober; Daniel J. Cameron; Jessica A. Grahn,https://dblp.org/rec/conf/nips/StoberCG14,
neurips_2015_0005,A Reduced-Dimension fMRI Shared Response Model.,2015,NeurIPS,Po-Hsuan Chen; Janice Chen; Yaara Yeshurun; Uri Hasson; James V. Haxby; Peter J. Ramadge,https://dblp.org/rec/conf/nips/ChenCYHHR15,
neurips_2015_0012,Biologically Inspired Dynamic Textures for Probing Motion Perception.,2015,NeurIPS,Jonathan Vacher; Andrew Isaac Meso; Laurent U. Perrinet; Gabriel Peyr,https://dblp.org/rec/conf/nips/VacherMPP15,
neurips_2015_0013,Bounding errors of Expectation-Propagation.,2015,NeurIPS,Guillaume P. Dehaene; Simon Barthelm,https://dblp.org/rec/conf/nips/DehaeneB15,
neurips_2015_0018,Convolutional spike-triggered covariance analysis for neural subunit models.,2015,NeurIPS,Anqi Wu; Il Memming Park; Jonathan W. Pillow,https://dblp.org/rec/conf/nips/WuPP15,
neurips_2015_0023,Deep Poisson Factor Modeling.,2015,NeurIPS,Ricardo Henao; Zhe Gan; James Lu; Lawrence Carin,https://dblp.org/rec/conf/nips/HenaoGLC15,
neurips_2015_0026,End-to-end Learning of LDA by Mirror-Descent Back Propagation over a Deep Architecture.,2015,NeurIPS,Jianshu Chen; Ji He; Yelong Shen; Lin Xiao; Xiaodong He 0001; Jianfeng Gao 0001; Xinying Song; Li Deng 0001,https://dblp.org/rec/conf/nips/ChenHSXHGSD15,
neurips_2015_0031,Grammar as a Foreign Language.,2015,NeurIPS,Oriol Vinyals; Lukasz Kaiser; Terry Koo; Slav Petrov; Ilya Sutskever; Geoffrey E. Hinton,https://dblp.org/rec/conf/nips/VinyalsKKPSH15,
neurips_2015_0033,Human Memory Search as Initial-Visit Emitting Random Walk.,2015,NeurIPS,Kwang-Sung Jun; Xiaojin Zhu 0001; Timothy T. Rogers; Zhuoran Yang; Ming Yuan 0001,https://dblp.org/rec/conf/nips/JunZRYy15,
neurips_2015_0039,Learning both Weights and Connections for Efficient Neural Network.,2015,NeurIPS,Song Han 0003; Jeff Pool; John Tran; William J. Dally,https://dblp.org/rec/conf/nips/HanPTD15,
neurips_2015_0040,Learning to Segment Object Candidates.,2015,NeurIPS,Pedro H. O. Pinheiro; Ronan Collobert; Piotr Dollr,https://dblp.org/rec/conf/nips/PinheiroCD15,
neurips_2015_0042,Learning with Symmetric Label Noise: The Importance of Being Unhinged.,2015,NeurIPS,Brendan van Rooyen; Aditya Krishna Menon; Robert C. Williamson,https://dblp.org/rec/conf/nips/RooyenMW15,
neurips_2015_0044,Lifelong Learning with Non-i.i.d. Tasks.,2015,NeurIPS,Anastasia Pentina; Christoph H. Lampert,https://dblp.org/rec/conf/nips/PentinaL15,
neurips_2015_0045,Lifted Relational Neural Networks.,2015,NeurIPS,Gustav Sourek; Vojtech Aschenbrenner; Filip Zelezn; Ondrej Kuzelka,https://dblp.org/rec/conf/nips/SourekAZK15,
neurips_2015_0049,Measuring Sample Quality with Stein's Method.,2015,NeurIPS,Jackson Gorham; Lester W. Mackey,https://dblp.org/rec/conf/nips/GorhamM15,
neurips_2015_0055,Neural Network Model of Semantic Processing in the Remote Associates Test.,2015,NeurIPS,Ivana Kajic; Thomas Wennekers,https://dblp.org/rec/conf/nips/KajicW15,
neurips_2015_0056,"Nonparametric von Mises Estimators for Entropies, Divergences and Mutual Informations.",2015,NeurIPS,Kirthevasan Kandasamy; Akshay Krishnamurthy; Barnabs Pczos; Larry A. Wasserman; James M. Robins,https://dblp.org/rec/conf/nips/KandasamyKPWR15,
neurips_2015_0067,Preconditioned Spectral Descent for Deep Learning.,2015,NeurIPS,David E. Carlson; Edo Collins; Ya-Ping Hsieh; Lawrence Carin; Volkan Cevher,https://dblp.org/rec/conf/nips/CarlsonCHCC15,
